ps_unique_id|customer_nbr|group_nbr|idn_indicator|subgroup_nbr|account_nbr|file_id|clm_ln_type_cd|non_prfrrd_srv_cd|plsp_prod_cd|product_ln_cd|classification_cd|bnft_pkg_id|plan_id|benefit_tier_cd|fund_ctg_cd|src_subscriber_id|emp_last_nm|emp_first_nm|emp_gender|subscriber_brth_dt|subs_zip_cd|subs_st_postal_cd|coverage_type_cd|ssn_nbr|member_id|src_clm_mbr_id|mem_last_nm|mem_first_nm|mem_gender|mbr_rtp_type_cd|birth_dt|src_clm_id|acas_src_claim_line_id|acas_prev_clm_seg_id|derived_tcn_nbr|src_claim_line_id|claim_line_id|ntwk_srv_area_id|paid_prvdr_nsa_id|srv_capacity_cd|pcp_tax_id_format_cd|pcp_tax_id_nbr|pcp_print_nm|svc_pvdr_tax_id_format_cd|svc_pvdr_tax_id_nbr|srv_prvdr_id|srv_prvdr_print_nm|srv_prvdr_address_line_1_txt|srv_prvdr_address_line_2_txt|srv_prvdr_city_nm|srv_prvdr_state_postal_cd|srv_prvdr_zip_cd|srv_prvdr_provider_type_cd|srv_prvdr_specialty_cd|payee_cd|paid_prvdr_par_cd|received_dt|adjn_dt|srv_start_dt|srv_stop_dt|paid_dt_for_file_id_03_else_adjn_dt_for_other_file_id|filler1|filler2|filler3|mdc_cd|drg_cd|prcdr_cd|prcdr_modifier_cd_1|prcdr_type_cd|icd10_indicator|med_cost_subctg_cd|prcdr_group_nbr|type_srv_cd|srv_benefit_cd|tooth_1_nbr|plc_srv_cd|dschrg_status_cd|revenue_cd|hcfa_bill_type_cd|unit_cnt|src_unit_cnt|src_billed_amt|billed_amt|not_covered_amt_1|not_covered_amt_2|not_covered_amt_3|clm_ln_msg_cd_1|clm_ln_msg_cd_2|clm_ln_msg_cd_3|covered_amt|allowed_amt|filler_space|srv_copay_amt|src_srv_copay_amt|deductible_amt|coinsurance_amt|src_coins_amt|bnft_payable_amt|paid_amt|cob_paid_amt|ahf_bfd_amt|ahf_paid_amt|negot_savings_amt|r_c_savings_amt|cob_savings_amt|src_cob_svngs_amt|pri_payer_cvg_cd|cob_type_cd|cob_cd|prcdr_cd_ndc|acas_member_cumb_id|clm_ln_status_cd|src_member_id|reversal_cd|admit_cnt|admin_savings_amt|adj_prvdr_dsgnn_cd|aex_plan_dsgntn_cd|aex_benefit_tier_cd|aex_prvdr_spctg_cd|prod_distnctn_cd|billed_eligible_amt|spclty_ctg_cls_cd|poa_cd_1|poa_cd_2|poa_cd_3|filler4|filler5|filler6|pricing_mthd_cd|type_class_cd|specialty_ctg_cd|srv_prvdr_npi|ttl_ded_met_ind|ttl_interest_amt|ttl_surcharge_amt|srv_spclty_ctg_cd|hcfa_plc_srv_cd|hcfa_admit_src_cd|hcfa_admit_type_cd|src_admit_dt|src_discharge_dt|prcdr_modifier_cd_2|prcdr_modifier_cd_3|poa_cd_4|poa_cd_5|poa_cd_6|poa_cd_7|poa_cd_8|poa_cd_9|poa_cd_10|pri_icd9_dx_cd|icd9_dx_cd_2|icd9_dx_cd_3|icd9_dx_cd_4|icd9_dx_cd_5|icd9_dx_cd_6|icd9_dx_cd_7|icd9_dx_cd_8|icd9_dx_cd_9|icd9_dx_cd_10|icd9_prcdr_cd_1|icd9_prcdr_cd_2|icd9_prcdr_cd_3|icd9_prcdr_cd_4|icd9_prcdr_cd_5|icd9_prcdr_cd_6|ahf_det_order_cd|ahf_mbr_coins_amt|ahf_mbr_copay_amt|ahf_mbr_ded_amt|sensitivity_indicator|ub92_admission_type|filler7|org_cd
002026060100000877|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|1|F|W000000378|Martinez|Amelia|F|19730426|22927|NC|EF|739552030|W000000378|W000000378|Martinez|Amelia|F|EE|19730426|202606010000877|ACAS2026060100000877||TCN2026060100000877|SRC2026060100000877|002026060100000877|NY0001|NY0001||2|100000070|DR Garcia MD|2|100000070|PV000070|DR Garcia MD|2007 MEDICAL PLAZA||NY MEDICAL CTR|NY|17582|4|10|P|P|20260511|20260531|20260501|20260505|20260601||||06|683|71046||I|Y|04||S|||32|02|0250|132|2|2|401.49|401.49|125.79|0.00|0.00|PR1|CO45||275.70|275.70||75.00|75.00|33.55|23.05|23.05|144.10|144.10|0.00|0.00|0.00|125.79|0.00|0.00|0.00||N|||W000000378|P|W000000378|1|1|0.00|||1|10||401.49||N||Y||||1||10|2000000070|N|0.00|0.00|10|32|2|3|20260501|20260505|50|AT||||||||R51|J06.9|F41.9||||||||71046|||||||23.05|75.00|33.55|N|3||AETNA
002026060100000878|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000295|Smith|Carter|M|19650527|95087|AZ|EC||W000000522|W000000522|Smith|Sofia|F|SP|19940226|202606010000878|ACAS2026060100000878||TCN2026060100000878|SRC2026060100000878|002026060100000878|NY0001|NY0001||2|100000269|DR Gonzalez MD|2|100000269|PV000269|DR Gonzalez MD|3403 MEDICAL PLAZA||VA MEDICAL CTR|VA|42171|1|40|P|N|20260423|20260514|20260502|20260502|20260515||||||99232|TC|P|Y|04||B|||21||||1|1|283.36|283.36|84.94|0.00|0.00|PR1|CO45||198.42|198.42||0.00|0.00|25.67|25.74|25.74|147.01|147.01|0.00|0.00|0.00|84.94|0.00|0.00|0.00||N|||W000000522|P|W000000522|0|0|0.00|||N|40||283.36||||||||1||40|2000000269|N|0.00|0.00|40|21|||||25|||||||||E78.5|Z23|||||||||99232|||||||25.74|0.00|25.67|N|||AETNA
002026060100000879|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|3|F|W000000384|Clark|Lucas|M|19770720|34878|CO|EE|932893851|W000000384|W000000384|Clark|Lucas|M|EE|19770720|202606010000879|ACAS2026060100000879||TCN2026060100000879|SRC2026060100000879|002026060100000879|NY0001|NY0001||2|100000219|DR Clark MD|2|100000219|PV000219|DR Clark MD|7239 MEDICAL PLAZA||NY MEDICAL CTR|NY|81201|1|09|P|P|20260418|20260517|20260428|20260428|20260518||||||97110|AT|P|Y|02||S|||13||||2|3|207.84|207.84|54.00|0.00|0.00|PR1|CO45||153.84|153.84||30.00|30.00|12.18|16.28|16.28|95.38|95.38|0.00|0.00|0.00|54.00|0.00|0.00|0.00||N|||W000000384|P|W000000384|1|0|0.00|||3|09||207.84||Y|Y|||||1||09|2000000219|N|0.00|0.00|09|13||||||50||||||||J30.9|K21.0|F41.9||||||||97110|||||||16.28|30.00|12.18|N|||AETNA
002026060100000880|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|2|F|W000000292|Williams|Mia|F|19651009|50694|CA|ES||W000000442|W000000442|Williams|Daniel|M|SP|19940114|202606010000880|ACAS2026060100000880||TCN2026060100000880|SRC2026060100000880|002026060100000880|NY0001|NY0001||2|100000031|DR Walker MD|2|100000031|PV000031|DR Walker MD|4681 MEDICAL PLAZA||VA MEDICAL CTR|VA|47211|1|01|P|P|20260504|20260529|20260502|20260502|20260530||||||36415|95|P|Y|05||2|||11||||2|1|2326.78|2326.78|2326.78|0.00|0.00||CO45||0.00|0.00||30.00|30.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000442|D|W000000442|0|0|0.00|||2|01||2326.78||||N||||1||01|2000000031|N|0.00|0.00|01|11|||||95|||||||||E11.65|J44.1|J44.1||||||||36415|||||||0.00|30.00|0.00|N|||AETNA
002026060100000881|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|3|F|W000000061|Johnson|Aiden|M|19881221|15399|GA|ES|288289895|W000000061|W000000061|Johnson|Aiden|M|EE|19881221|202606010000881|ACAS2026060100000881||TCN2026060100000881|SRC2026060100000881|002026060100000881|NY0001|NY0001||2|100000116|DR Martin MD|2|100000116|PV000116|DR Martin MD|750 MEDICAL PLAZA||PA MEDICAL CTR|PA|70228|1|11|P|P|20260520|20260530|20260419|20260419|20260531||||||90847|59|P|Y|01||2|||23||||3|2|343.28|343.28|248.71|0.00|0.00|PR1|CO45||94.57|94.57||30.00|30.00|6.23|9.45|9.45|48.89|48.89|0.00|0.00|0.00|248.71|0.00|0.00|0.00||N|||W000000061|P|W000000061|0|0|0.00|||3|11||343.28|||Y|||||1||11|2000000116|N|0.00|0.00|11|23|||||GT|TC||||||||M79.3|I25.10|F41.9||||||||90847|||||||9.45|30.00|6.23|N|||AETNA
002026060100000882|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000142|Jones|Daniel|M|19600420|47183|FL|EF||W000000596|W000000596|Jones|Liam|M|CH|20091118|202606010000882|ACAS2026060100000882||TCN2026060100000882|SRC2026060100000882|002026060100000882|NY0001|NY0001||2|100000080|DR Thomas MD|2|100000080|PV000080|DR Thomas MD|7284 MEDICAL PLAZA||WA MEDICAL CTR|WA|91685|1|05|P|N|20260507|20260529|20260524|20260524|20260530||||||99205|50|P|Y|03||S|||99||||1|2|2340.68|2340.68|2340.68|0.00|0.00||CO45||0.00|0.00||30.00|30.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000596|D|W000000596|0|0|0.00|||N|05||2340.68||||||||1||05|2000000080|N|0.00|0.00|05|99||||||||||||||F41.9||M17.11||||||||99205|||||||0.00|30.00|0.00|N|||AETNA
002026060100000883|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|3|F|W000000315|White|Jacob|M|19870612|14929|MA|EE|588508394|W000000315|W000000315|White|Jacob|M|EE|19870612|202606010000883|ACAS2026060100000883||TCN2026060100000883|SRC2026060100000883|002026060100000883|NY0001|NY0001||2|100000054|DR Perez MD|2|100000054|PV000054|DR Perez MD|1544 MEDICAL PLAZA||PA MEDICAL CTR|PA|33474|1|09|P|P|20260504|20260524|20260504|20260504|20260526||||||71046|51|P|Y|03||M|||11||||3|3|1039.31|1039.31|556.98|0.00|0.00|PR1|CO45||482.33|482.33||50.00|50.00|108.14|75.76|75.76|248.43|248.43|0.00|0.00|0.00|556.98|0.00|0.00|0.00||N|||W000000315|P|W000000315|0|0|0.00|||3|09||1039.31||N||||||1||09|2000000054|N|0.00|0.00|09|11|||||59|||||||||Z79.899||||||||||71046|||||||75.76|50.00|108.14|N|||AETNA
002026060100000884|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000109|Taylor|Charlotte|F|19770318|91814|MA|EF|685647475|W000000109|W000000109|Taylor|Charlotte|F|EE|19770318|202606010000884|ACAS2026060100000884||TCN2026060100000884|SRC2026060100000884|002026060100000884|NY0001|NY0001||2|100000254|DR Robinson MD|2|100000254|PV000254|DR Robinson MD|5730 MEDICAL PLAZA||OH MEDICAL CTR|OH|36906|1|40|P|N|20260427|20260516|20260501|20260501|20260517||||||80053|GT|P|Y|05||F|||13||||2|1|880.44|880.44|373.47|0.00|0.00|PR1|CO45||506.97|506.97||20.00|20.00|62.40|55.49|55.49|369.08|369.08|0.00|0.00|0.00|373.47|0.00|0.00|0.00||N|||W000000109|P|W000000109|0|0|0.00|||N|40||880.44||||||||1||40|2000000254|N|0.00|0.00|40|13|||||GT|||||||||J30.9||||||||||80053|||||||55.49|20.00|62.40|N|||AETNA
002026060100000885|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|1|F|W000000319|Robinson|Grace|F|19910704|14301|FL|EE||W000000570|W000000570|Robinson|Zoey|F|SP|19710802|202606010000885|ACAS2026060100000885||TCN2026060100000885|SRC2026060100000885|002026060100000885|NY0001|NY0001||2|100000186|DR Sanchez MD|2|100000186|PV000186|DR Sanchez MD|1373 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|87936|1|06|P|P|20260504|20260528|20260514|20260514|20260601||||||90847|TC|P|Y|07||S|||32||||1|1|512.43|512.43|283.30|0.00|0.00|PR1|CO45||229.13|229.13||75.00|75.00|51.36|18.51|18.51|84.26|84.26|0.00|0.00|0.00|283.30|0.00|0.00|0.00||N|||W000000570|P|W000000570|0|0|0.00|||1|06||512.43||||||||1||06|2000000186|N|0.00|0.00|06|32|||||50|||||||||R05|G43.909|R51||||||||90847|||||||18.51|75.00|51.36|N|||AETNA
002026060100000886|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|3|F|W000000115|Smith|Sofia|F|19890507|95285|FL|EE||W000000515|W000000515|Smith|Jacob|M|CH|20110501|202606010000886|ACAS2026060100000886||TCN2026060100000886|SRC2026060100000886|002026060100000886|NY0001|NY0001||2|100000054|DR Perez MD|2|100000054|PV000054|DR Perez MD|6109 MEDICAL PLAZA||MA MEDICAL CTR|MA|29977|1|09|P|P|20260508|20260516|20260314|20260314|20260517||||||85025|GT|P|Y|01||F|||13||||1|3|1166.28|1166.28|400.23|0.00|0.00|PR1|CO45||766.05|766.05||75.00|75.00|1.61|130.46|130.46|558.98|558.98|0.00|0.00|0.00|400.23|0.00|0.00|0.00||N|||W000000515|P|W000000515|0|0|0.00|||3|09||1166.28|||Y|||||1||09|2000000054|N|0.00|0.00|09|13|||||AT|25||||||||E66.9|M17.11|Z00.00||||||||85025|||||||130.46|75.00|1.61|N|||AETNA
002026060100000887|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|2|F|W000000038|Sanchez|David|M|19860820|86417|IL|EC|928721025|W000000038|W000000038|Sanchez|David|M|EE|19860820|202606010000887|ACAS2026060100000887||TCN2026060100000887|SRC2026060100000887|002026060100000887|NY0001|NY0001||2|100000196|DR Brown MD|2|100000196|PV000196|DR Brown MD|1145 MEDICAL PLAZA||PA MEDICAL CTR|PA|55655|4|01|P|P|20260517|20260531|20260331|20260403|20260603||||08|872|99214||I|Y|07||M|||12|05|0370|131|1|1|656.45|656.45|656.45|0.00|0.00||CO45||0.00|0.00||20.00|20.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000038|D|W000000038|0|1|0.00|||2|01||656.45||N|Y|||||1||01|2000000196|N|0.00|0.00|01|12|7||20260331|20260403|95|AT||||||||Z87.891|Z23|||||||||99214|||||||0.00|20.00|0.00|N|||AETNA
002026060100000888|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|2|F|W000000136|Hernandez|Ava|F|19620710|60237|NY|EC|604823576|W000000136|W000000136|Hernandez|Ava|F|EE|19620710|202606010000888|ACAS2026060100000888||TCN2026060100000888|SRC2026060100000888|002026060100000888|NY0001|NY0001||2|100000125|DR Lewis MD|2|100000125|PV000125|DR Lewis MD|5980 MEDICAL PLAZA||FL MEDICAL CTR|FL|51994|4|05|P|P|20260422|20260517|20260311|20260315|20260519||||13|470|99283|50|I|Y|01||2|||12|20|0450|122|2|2|485.98|485.98|159.03|0.00|0.00|PR1|CO45||326.95|326.95||75.00|75.00|43.19|23.87|23.87|184.89|184.89|0.00|0.00|0.00|159.03|0.00|0.00|0.00||N|||W000000136|P|W000000136|0|1|0.00|||2|05||485.98|||N|||||1||05|2000000125|N|0.00|0.00|05|12|2|1|20260311|20260315|95|95|Y|||||||G47.33|I25.10||I10|||||||99283|||||||23.87|75.00|43.19|N|1||AETNA
002026060100000889|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|1|F|W000000012|Lewis|Mia|F|19911214|12787|MI|ES|823835927|W000000012|W000000012|Lewis|Mia|F|EE|19911214|202606010000889|ACAS2026060100000889||TCN2026060100000889|SRC2026060100000889|002026060100000889|NY0001|NY0001||2|100000019|DR Jackson MD|2|100000019|PV000019|DR Jackson MD|2938 MEDICAL PLAZA||CA MEDICAL CTR|CA|59574|1|04|P|P|20260429|20260526|20260410|20260410|20260530||||||90834|25|P|Y|08||4|||22||||2|3|1201.83|1201.83|784.93|0.00|0.00|PR1|CO45||416.90|416.90||20.00|20.00|58.76|83.10|83.10|255.04|255.04|0.00|0.00|0.00|784.93|0.00|0.00|0.00||N|||W000000012|P|W000000012|0|0|0.00|||1|04||1201.83||||||||1||04|2000000019|N|0.00|0.00|04|22|||||TC|GT||||||||G47.33||S93.401||||||||90834|||||||83.10|20.00|58.76|N|||AETNA
002026060100000890|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000190|Sanchez|Ava|F|19910217|55973|CO|EF|877969812|W000000190|W000000190|Sanchez|Ava|F|EE|19910217|202606010000890|ACAS2026060100000890||TCN2026060100000890|SRC2026060100000890|002026060100000890|NY0001|NY0001||2|100000135|DR Miller MD|2|100000135|PV000135|DR Miller MD|8699 MEDICAL PLAZA||CO MEDICAL CTR|CO|67895|1|50|P|N|20260508|20260513|20260518|20260518|20260516||||||99232|GT|P|Y|07||M|||22||||2|1|588.53|588.53|386.96|0.00|0.00|PR1|CO45||201.57|201.57||0.00|0.00|45.28|31.21|31.21|125.08|125.08|0.00|0.00|0.00|386.96|0.00|0.00|0.00||N|||W000000190|P|W000000190|0|0|0.00|||N|50||588.53||||||||1||50|2000000135|N|0.00|0.00|50|22|||||TC|AT||||||||R51|E66.9||E66.9|||||||99232|||||||31.21|0.00|45.28|N|||AETNA
002026060100000891|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|3|F|W000000070|Gonzalez|Jackson|M|19940417|59717|AZ|EC|135454860|W000000070|W000000070|Gonzalez|Jackson|M|EE|19940417|202606010000891|ACAS2026060100000891||TCN2026060100000891|SRC2026060100000891|002026060100000891|NY0001|NY0001||2|100000056|DR White MD|2|100000056|PV000056|DR White MD|3986 MEDICAL PLAZA||OH MEDICAL CTR|OH|96997|4|11|P|P|20260506|20260522|20260312|20260314|20260526||||13|871|99283||I|Y|08||M|||22|03|0250|211|2|3|337.45|337.45|178.78|0.00|0.00|PR1|CO45||158.67|158.67||30.00|30.00|45.83|8.70|8.70|74.14|74.14|0.00|0.00|0.00|178.78|0.00|0.00|0.00||N|||W000000070|P|W000000070|0|1|0.00|||3|11||337.45|||Y|||||1||11|2000000056|N|0.00|0.00|11|22|1|4|20260312|20260314||||||||||K21.0|J18.9|||||||||99283|||||||8.70|30.00|45.83|N|4||AETNA
002026060100000892|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|3|F|W000000331|Jackson|Benjamin|M|19860928|72284|GA|EE||W000000497|W000000497|Jackson|Isabella|F|SP|19680820|202606010000892|ACAS2026060100000892||TCN2026060100000892|SRC2026060100000892|002026060100000892|NY0001|NY0001||2|100000074|DR Martinez MD|2|100000074|PV000074|DR Martinez MD|8021 MEDICAL PLAZA||TX MEDICAL CTR|TX|48776|1|40|P|P|20260515|20260526|20260419|20260419|20260530||||||99204|AT|P|Y|04||2|||21||||3|2|1107.49|1107.49|827.99|0.00|0.00|PR1|CO45||279.50|279.50||50.00|50.00|31.86|43.31|43.31|154.33|154.33|0.00|0.00|0.00|827.99|0.00|0.00|0.00||N|||W000000497|P|W000000497|0|0|0.00|||3|40||1107.49||Y||||||1||40|2000000074|N|0.00|0.00|40|21|||||95|AT||||||||Z12.31||||||||||99204|||||||43.31|50.00|31.86|N|||AETNA
002026060100000893|1234567|0987654|N|001|AC123456|03|P|Y||PPO|02|PKG0042|PPO001|N|F|W000000366|Davis|Lucas|M|19910918|46944|GA|ES|972511995|W000000366|W000000366|Davis|Lucas|M|EE|19910918|202606010000893|ACAS2026060100000893||TCN2026060100000893|SRC2026060100000893|002026060100000893|NY0001|NY0001||2|100000264|DR Davis MD|2|100000264|PV000264|DR Davis MD|3942 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|94696|1|09|P|N|20260518|20260527|20260330|20260330|20260530||||||97110|26|P|Y|07||M|||32||||1|3|629.93|629.93|254.22|0.00|0.00|PR1|CO45||375.71|375.71||75.00|75.00|39.52|46.04|46.04|215.15|215.15|0.00|0.00|0.00|254.22|0.00|0.00|0.00||N|||W000000366|P|W000000366|0|0|0.00|||N|09||629.93|||N|||||1||09|2000000264|N|0.00|0.00|09|32||||||50||N||||||J30.9|E78.5|I50.9|Z00.00|F41.9||||||97110|||||||46.04|75.00|39.52|N|||AETNA
002026060100000894|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|3|F|W000000014|Rodriguez|Zoey|F|19800425|93440|NY|EE||W000000687|W000000687|Rodriguez|Charlotte|F|SP|19940804|202606010000894|ACAS2026060100000894||TCN2026060100000894|SRC2026060100000894|002026060100000894|NY0001|NY0001||2|100000214|DR Perez MD|2|100000214|PV000214|DR Perez MD|9502 MEDICAL PLAZA||OH MEDICAL CTR|OH|86772|4|04|P|P|20260510|20260516|20260425|20260427|20260519||||13|293|99203|59|I|Y|01||M|||11|01|0450|131|1|3|1007.85|1007.85|606.70|0.00|0.00|PR1|CO45||401.15|401.15||40.00|40.00|73.47|32.01|32.01|255.67|255.67|0.00|0.00|0.00|606.70|0.00|0.00|0.00||N|||W000000687|P|W000000687|0|1|0.00|||3|04||1007.85||Y||N||||1||04|2000000214|N|0.00|0.00|04|11|4|4|20260425|20260427|95|TC|Y|||||||N39.0||J44.1|G47.33|||||||99203|||||||32.01|40.00|73.47|N|4||AETNA
002026060100000895|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|1|F|W000000016|Williams|Jacob|M|19650902|85993|CA|EF||W000000525|W000000525|Williams|Abigail|F|SP|19660903|202606010000895|ACAS2026060100000895||TCN2026060100000895|SRC2026060100000895|002026060100000895|NY0001|NY0001||2|100000041|DR Rodriguez MD|2|100000041|PV000041|DR Rodriguez MD|3221 MEDICAL PLAZA||NY MEDICAL CTR|NY|94767|1|11|P|P|20260506|20260524|20260415|20260415|20260526||||||93000|GT|P|Y|06||M|||24||||1|3|452.24|452.24|213.16|0.00|0.00|PR1|CO45||239.08|239.08||50.00|50.00|20.17|34.14|34.14|134.77|134.77|0.00|0.00|0.00|213.16|0.00|0.00|0.00||N|||W000000525|P|W000000525|0|0|0.00|||1|11||452.24||||Y||||1||11|2000000041|N|0.00|0.00|11|24|||||25|25||||||||G43.909||M54.5||||||||93000|||||||34.14|50.00|20.17|N|||AETNA
002026060100000896|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|3|F|W000000246|Gonzalez|Ava|F|19820118|91913|CO|EC||W000000429|W000000429|Gonzalez|Oliver|M|CH|20080708|202606010000896|ACAS2026060100000896||TCN2026060100000896|SRC2026060100000896|002026060100000896|NY0001|NY0001||2|100000256|DR Young MD|2|100000256|PV000256|DR Young MD|3419 MEDICAL PLAZA||WA MEDICAL CTR|WA|75498|4|01|P|P|20260504|20260525|20260416|20260419|20260528||||09|293|97110|GT|I|Y|03||A|||31|07|0200|212|3|2|237.99|237.99|237.99|0.00|0.00||CO45||0.00|0.00||20.00|20.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000429|D|W000000429|0|1|0.00|||3|01||237.99||||||||1||01|2000000256|N|0.00|0.00|01|31|2|9|20260416|20260419|TC||Y|||||||M79.3|K57.30|E11.9|F32.9|||||||97110|||||||0.00|20.00|0.00|N|9||AETNA
002026060100000897|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|3|F|W000000357|Sanchez|Michael|M|19940707|32450|TX|EC|236307144|W000000357|W000000357|Sanchez|Michael|M|EE|19940707|202606010000897|ACAS2026060100000897||TCN2026060100000897|SRC2026060100000897|002026060100000897|NY0001|NY0001||2|100000173|DR Gonzalez MD|2|100000173|PV000173|DR Gonzalez MD|5830 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|95503|1|08|P|P|20260430|20260518|20260503|20260503|20260522||||||90834|TC|P|Y|02||S|||31||||3|1|2906.81|2906.81|1932.09|0.00|0.00|PR1|CO45||974.72|974.72||75.00|75.00|281.17|80.87|80.87|537.68|537.68|0.00|0.00|0.00|1932.09|0.00|0.00|0.00||N|||W000000357|P|W000000357|0|0|0.00|||3|08||2906.81|||Y|||||1||08|2000000173|N|0.00|0.00|08|31|||||GT|||||||||Z23|F32.9|||||||||90834|||||||80.87|75.00|281.17|N|||AETNA
002026060100000898|1234567|0987654|N|001|AC123456|01|I|Y||PPO|01|PKG0042|PPO001|N|F|W000000039|Harris|Daniel|M|19820619|75988|CA|EC|666164919|W000000039|W000000039|Harris|Daniel|M|EE|19820619|202606010000898|ACAS2026060100000898||TCN2026060100000898|SRC2026060100000898|002026060100000898|NY0001|NY0001||2|100000263|DR Miller MD|2|100000263|PV000263|DR Miller MD|4080 MEDICAL PLAZA||VA MEDICAL CTR|VA|46315|4|08|P|N|20260507|20260521|20260410|20260413|20260523||||10|194|99205||I|Y|07||F|||24|04|0370|111|1|3|2476.54|2476.54|1086.14|0.00|0.00|PR1|CO45||1390.40|1390.40||40.00|40.00|337.67|234.60|234.60|778.13|778.13|0.00|0.00|0.00|1086.14|0.00|0.00|0.00||N|||W000000039|P|W000000039|0|1|0.00|||N|08||2476.54||Y||Y||||1||08|2000000263|N|0.00|0.00|08|24|1||20260410|20260413|25|26||||||||M54.5|Z79.899|J18.9||||||||99205|||||||234.60|40.00|337.67|N|||AETNA
002026060100000899|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|2|F|W000000050|White|Mia|F|19900717|64000|AZ|EC|601397958|W000000050|W000000050|White|Mia|F|EE|19900717|202606010000899|ACAS2026060100000899||TCN2026060100000899|SRC2026060100000899|002026060100000899|NY0001|NY0001||2|100000225|DR Smith MD|2|100000225|PV000225|DR Smith MD|2711 MEDICAL PLAZA||TX MEDICAL CTR|TX|34701|4|50|P|P|20260425|20260519|20260326|20260329|20260520||||13|194|99283|26|I|Y|04||2|||22|03|0100|121|2|3|1409.82|1409.82|841.90|0.00|0.00|PR1|CO45||567.92|567.92||0.00|0.00|163.31|58.15|58.15|346.46|346.46|0.00|0.00|0.00|841.90|0.00|0.00|0.00||N|||W000000050|P|W000000050|0|1|0.00|||2|50||1409.82||||||||1||50|2000000225|N|0.00|0.00|50|22|2||20260326|20260329|95|51||||||||E11.65||||||||||99283|||||||58.15|0.00|163.31|N|||AETNA
002026060100000900|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|1|F|W000000342|Gonzalez|Emma|F|19940225|24294|PA|EC||W000000432|W000000432|Gonzalez|Ella|F|CH|20110325|202606010000900|ACAS2026060100000900||TCN2026060100000900|SRC2026060100000900|002026060100000900|NY0001|NY0001||2|100000102|DR Garcia MD|2|100000102|PV000102|DR Garcia MD|7411 MEDICAL PLAZA||MI MEDICAL CTR|MI|12298|4|12|P|P|20260502|20260523|20260526|20260529|20260526||||03|292|99203|GT|I|Y|08||2|||21|03|0900|131|2|3|478.36|478.36|307.41|0.00|0.00|PR1|CO45||170.95|170.95||0.00|0.00|11.17|22.80|22.80|136.98|136.98|0.00|0.00|0.00|307.41|0.00|0.00|0.00||N|||W000000432|P|W000000432|0|1|0.00|||1|12||478.36||Y||Y||||1||12|2000000102|N|0.00|0.00|12|21|5||20260526|20260529|25|59||||||||J06.9|E11.9|R51||||||||99203|||||||22.80|0.00|11.17|N|||AETNA
